comment,kebijakan
tanda saya menolak membayar pajak dengan tidak lgi membayar pajak motor selama 2 tahun tolak pajak,ppn_12_persen
cari sumber pendapatan lain mbak sri banyak kok ada ratusan cara,ppn_12_persen
lah kan sewaktu debat capreskubu 02 ingin menaikkan tax ratio kenapa kalian pilih 02 sekarang teriak teriak be smart people,ppn_12_persen
menteri yang paling menyusahkan rakyat,ppn_12_persen
memaksakan proyek2 besar yg tak penting bayar hutang segede gunung korupsi pejabat meraja lela fasilitas mewah pejabat dan gajitunjangan yg tak nalar semua dibebankan dari pajak rakyat yg bahkan akan dinaikkan betul2 dzolim,ppn_12_persen
menghancurkan negeri sendiri lewat kebijakan kang pajakbakal banyak pengusaha yg gulung tikar dan phk massalnegara kaya raya tapi tidak pecus mengelola,ppn_12_persen
mulyono mulyani 11 12,ppn_12_persen
duett mautt mulyono mulyani kerja begitu masih dipake pak distirr bukan,ppn_12_persen
gaji mu itu turunkan blok tunjangan apa sampe 150 juta itu wahai anggota dpr,ppn_12_persen
sri mulyani kang palak anak buah imfdari plastik kena 200 perak cukai rokok di naekin pajak di naekin masih kurang ajadi akherat kek apa kamu mulyani dan mulyono modar kowe,ppn_12_persen
prediksi saya akan terjadi poeple power sebetulnya mayoritas rakyat indonesia itu sudah sejak th 1998 itu pada ngempetbhs jawa namun sing rumongso dadi penguasa wes ora isoh di ndelkebhs jawa kalau jutaan rakyat entar ngepung istana dan gedung dpr saya yakin arep kewirangan sing becik ketitik sing olo ketorobhs jawa,ppn_12_persen
sebenernya solusinya simpel hilangin jabatan wakil menteri trus dprmpr dikurangin jumlahnya jadi 25 org karena banyak orangnya tp tidak kerja apa gunanya,unknown
sebagai menteri keuangan terbaik ada dua prestasi menteri ini yaitu meningkatkan hutang dan meningkatkan pajak,ppn_12_persen
tidak bisa mengelola mundurloh,unknown
garong duit rakyat,ppn_12_persen
sakit banget bro saya pedagang beras merasakan sendiri betapa melemah nya daya beli rakyat sekarang di tambah jadi naik ppn ini lagi sumpah demi allah bakalan tambah hancur lebur rakyat miskin ini yang saya jual beras loh bahan pokok yang dulu beli 1020 kg terus berkurang jadi beli literan yang dulu beli 10 liter sekarang beli 1 liter perhari tidak ada anggota dewan dan pejabat bajingan lainnya yang beli sembako di toko biasa seperti saya ini kecuali pas masa kampanye mereka borong beras di toko2 kami buat di bagikan ke orang miskin demi dapat suara setelah menjabat lansung jadi bangsat kalian semua kalian beli keperluan sembako tiap hari di supermarket yang ada ac makan di resto mewah rakyat kalian injak,ppn_12_persen
tidak becus kelola negara padahal negara kaya sumber daya alam,unknown
kerja hanya naikin pajak siapapn bisa memalukan,ppn_12_persen
turunkan prabowo,ppn_12_persen
rakyatmu kok gawe bisnis mul,ppn_12_persen
sekolah tinggi solusimu hanya naik pajak sri sia sia disekolahkan tinggi kue sri ra ene gunane,ppn_12_persen
kayaknya harus ada kerusuhan gila2an biar pemerintah kaga semenamena,ppn_12_persen
apa yang bakalan terjadi ya kalau tiba2 menteri meninggal,unknown
si sri kebanggaan warga 58 pasti bangga pajak naik ayo jogetin keberlanjutan ok gas,ppn_12_persen
sesuai prosedur bapak kamu sesuai2 kocakmau nyari dana buat pemerintahan tu banyak opsi selain pajak yang tinggi kalian bisa mangkas tu tunjangan para pejabat toh mereka pada punya perusahaan kok entah fiktif atau kagak itu bukan rahasia umum buat money loundry kalaupun mau ngebet dapet duit lagi para pejabat pemerintahan kasih gaji umr saja tuh biar yang nyalon tu bener2 pengen bangun negri tidak nyari uang emang benar mata marselino ini adalah negara lucu rakyat susah karena nyari kerjaan banyak syarat mau jadi pedagang nyewa lapak pinggir jalan kek nyewa kontrakan kalaupun kagak bayar dirusuh ama ormas atau apalah itu mau jadi petani harga jualnya kek tai jadi pns harus hoki kalaupun tidak harus nyogok jadi pengangguran apalagi rasanya pengen cepete kiamat saja ni dunia,ppn_12_persen
ayok semua rakyat tolak ppn 12,ppn_12_persen
mentri ini lagi,ppn_12_persen
pwmwrintah audah sesak nafas mengelola negara sementara pokok dan bunga hutang mau jatuh tempo hapus tunjangan pejabat pecat semua wakil mentri dan para utusan khusus bikin berat apbn saja,ppn_12_persen
potong saja upah asn atau dpr untuk memenuhi target anggaran negara kenapa harus ppn yang di naikan apalagi yang penghasilannya dari kerja hanya di bawah 2juta sebulan pasti tambah tertekan rakyat lagi yang jadi korban ambisi pemerintah sebab pasti semua harga sembako dan lainnya akan ikut naik,ppn_12_persen
anak abah dan sahabat ganjar lagi ambil momen,unknown
hebatnya mentri keuangan tak tergantikan sangat sukses buat rakyat sengsara,ppn_12_persen
naikin 100 saja bu biar semuanya bangkrut asalkan negara untung,ppn_12_persen
sri mulyani coba tukar nasip 1 bulan saja sama rakyat kecilpasti dia akan bunuh diri menjadi rakyat kecil,ppn_12_persen
menteri pinter ngutang di rampok duit rakyat,ppn_12_persen
mending ganti saja ni mentri keuangan negara ini seperti ada di genggaman nya se enak nya ubah2 peraturan,ppn_12_persen
ayo gemakan tolak naiknya ppn,ppn_12_persen
yg salah pengelola yg disuruh nanggung pemilik giliran pemilik nolak malah disuruh pergi penjelasan kemenkeu bukan penjelasanitu ngelessudah melalui proses yg penjang suretp internalgk ada dari rakyat,ppn_12_persen
tolak ppn 12 potong tunjangan pejabat negara,ppn_12_persen
sebenarnya fokus pemerintah adalah hukum potong tangan dan hukum seberat2nya pejabat yg korupsi bukan membebani rakyat,ppn_12_persen
12buat pembangunan lancar oka oke sj,ppn_12_persen
woi kemana hasil pajak dari zaman mulyono 2 periode kenapa hutang indonesia naik sampe 3 kali lipat untuk bunga hutang saja per tahun smpe 800t,ppn_12_persen
suruh bayar pajak pajak saja di nikmati pejabat pegawai pajak rakyat kecil indonesia skrang bagaikan zaman kerajaan dulu di sruh cari upeti raja tinggal nikmati,ppn_12_persen
cut uang pensiun pegawai pemerintah yg sudah berjalan 10tahun mantan mentri yg tak punya prestasi dicut anggota dewan yg gagal memajukan daerah tdk menerima pensiunenak banget sudah pensiun 20thn msh terima uang 4jutabln,ppn_12_persen
mentri kayak preman sudah malak gomongnya tak mikir,ppn_12_persen
jogetin saja,unknown
ok gas ok gas lagi dekjawa ok gad,ppn_12_persen
ini presidennya bagaimana c katanya cinta rakyat kok orang kayak gini dipakai lagi takut ma mulyono yaa,ppn_12_persen
nencekik,unknown
tugas pemerintah tidak jelas minta di gaji dari pajak sedangkan kalian tak pernah kasih kerjaanada kita yang cari kerja kalian seenaknya minta pajakbantuin fasilitas kerja saja tidak adasudahkah koruptor dihukum matidan di miskinkanternyatabacottugas pemerintah tidak jelas,ppn_12_persen
percuma protes mslh pajak naik protes bagaimanapun pasti tetap dinaikin hrsnya yg dinaikin tu para pejabatnya rakyat kecil diturunin,ppn_12_persen
pecatsrimulyani,ppn_12_persen
kita bukan mau naikin pajak tapi kita bakal naikin pendapatan rakyat supaya pendapatan pajak meningkat siapa ya dulu waktu debat capres bilang gini eh pas udah menang pemilu pajak naik tapi inilah demokrasi yang terpilih adalah yang paling pintar membodohi rakyat,ppn_12_persen
masyarakat jangan suka banyak bicara tapi buktikan saja biar kelihatan efeknya jadi mentri puluhan tahun kok bisanya hanya mencekik masyarakat,ppn_12_persen
mentri terbaik kok bisanya naikan pajak dan ngutang,ppn_12_persen
fakta mentrinya hanya bisa naikin pajak,ppn_12_persen
sesuai prosedur kalangan atas,unknown
undang2 tdk salah naikan 12 ppn tijuan untuk sehat bagi negara kbalikanya rakyat jadi tdk sehat masa aparatur negara level sama orang miskin bedanya hanya klau orang miskin buat makan besuk masih mencari cari klau negara setiap tahun defisit apbn ngutang lagi aku heran apa yg salah,ppn_12_persen
dalem ati kebun binatang semua buat para penjabat singa gajah jerapah bodolah,unknown
ppn naik daya beli bisa turun daya bli turun pabrik pndepatan berkurang efek jangka panjang bisa tutup pabrik alhasil phk kaum menengah banyak terjun jadi kaum bawah kaum bawah naik maka biaya subsidi bansos makin besar,ppn_12_persen
jangan terus di naikkan pajak bu coba cari alternatif lain mis push kepala daerah lbh meningkatkan pajak daerahnya dengan kampanye bayar pajak spt dahulu atau lebih di kejar lg dengan sangsi tegas spt pajak kendaraan saja 96 jt an nunggak coba di kejar maximal tp duitnya juga jangan di korupsi terus,ppn_12_persen
kasih naik pajak sjspy apbn negara amannnti utk yg tdk mampu ada kebijakanini yg menolak pst orang2 kaya,ppn_12_persen
ya krn efek kabinet gemuk prabowo mentrinya 50an wakil pendamping ada 100an gilee,ppn_12_persen
gara gara utang jokontol melampaui batas,unknown
yg kita tuntut aparatur negara gaji 5jt plus tunjangan 55juta gila asn guru gila2 an gji nyatanya orde baru gaji dikit masih bisa hidup korup sglintir saja skarang kebslik gji banyak masih ngembat duit rakyat rasa bernegara rakyat jadi tumbal,ppn_12_persen
daripada naikin pajak rakyat lebih baik sita tuh harta koruptor bandar judi online sama bandar narkoba sama para pengusaha besar yg ngemplang pajak dasar tax hunter segalanya di pajakin ntar juga lama lama ke toilet umum kena pajak juga,ppn_12_persen
sri mulyono wajib di ganti,ppn_12_persen
hapuskan seluruh kebijakan pajak yang mencekik rakyat go to hell kerja paksa gaya baru,ppn_12_persen
mrk tidak akan bergeming apalg srimul berthn2 jadi menkeu kerjanya hanya naikin pajak tiap kali pula rakyat dan pengusaha protes marah kecewaga pernah digubris dan pd akhirnya semua diam menyerah dan hdp tetap berjln spt tdk terjd apa2 dan rakyat terbiasapolanya spt itu jadi jangan harap srimul akan bergeming jogetin saja ya guys ya,ppn_12_persen
percuma bayar pajak tinggi kalau tidak dibarengi penegakan hukum yang bersih,ppn_12_persen
yg benar itu pajak diturunkan bukan dinaikan,ppn_12_persen
kenaikan semua pajak adalah gagasan si fufufafa saat debat kampanye pilpres kemarin,ppn_12_persen
gaji pejabat pemerintah di turunkan saja kalian kan berbakti untuk rakyat jangan jadikan pekerjaan kalian jadi ladang uang,ppn_12_persen
pak prabowo harusnya memilih mentri yg lebih cerdas cari solusi dari pd mempertahankan orang lama yg tidak punya solusi dan hanya mempersulit rakyat,ppn_12_persen
titah kaisar mul,unknown
cuman 12 mustinya 120 sekalian,ppn_12_persen
petugas2 pajakbea cukai banyak yg punya asetnya fantastis darimana yah,ppn_12_persen
apa di indonesia kekurangan ahli keuanganselalu saja sri mul yang jadi menkeuudah waktunya diganti tuh orang,ppn_12_persen
besok nyoblos golput saja,unknown
saya setuju saja mau pajak dinaikkan mau rakyat disuruh bantu negara pasti sebagai warga negara akan berjibaku demi menyelamatkan nkri tetapi masalahnya negara pun abai dalam melindungi kas negara sehingga sering kali di bobol oleh bajingan koruptor maling2 uang rakyat karena pemerintah juga tidak punya komitmen yang sungguh2 dalam memerangi korupsi termasuk dpr sebagai wakil rakyat sebut saja uu perampasan asset koruptor sampai detik ini tidak pernah disebut apalagi dibahas terus koruptor merajalela dan rakyat yang dipaksa menanggung beban apbn yang kurang sehat apakah ini pantas mikir,ppn_12_persen
kalau saya sih ndak masalah pajak naik asala hukuman mati koruptor terealisasi,ppn_12_persen
sri lagi stress itu kas negara kudu diisi tapi cukong2 tidak mau dipajak alhasil pjak rakyat saja toh mereka bisa apa,ppn_12_persen
ah makin sulit ini mah daya belinya tolong kalau bisa di batalkan ibu sri mulyanikita masyarakat kecil,ppn_12_persen
mentri goblok,ppn_12_persen
pejabat tidak ada otak,unknown
ancur kalaupun masih ada peraturan bantengitu banteng apa b4bi pake tanduk,unknown
gaji asn dan tunjangannya coba dikaji lagi,ppn_12_persen
emak emak antek imf,unknown
pengolola oknum pajak di korupsi,ppn_12_persen
mentri bloon,ppn_12_persen
mulyono tuh harus tanggung jawab bisa ngutang tidak bisa bayar,ppn_12_persen
kebijakan menkeu atas perintah prabowo ijin prabowo,ppn_12_persen
yang fair itu bukan membebankan pajak 12 pada rakyatharusnya semua anggaran operasional buat aparatur negara itu di potong 12 biar ngerasain dikit susahnya jadi rakyat biasa yang gajinya minim kerjanya berat,ppn_12_persen
sekarang sj kita udah tidak beli apa2aplgi pajak di naikin,ppn_12_persen
koruptor di elus2 ongkang2 kaki rakyat miskin terus di peras dan dicekik,ppn_12_persen
waras semua rakyat,ppn_12_persen
kenapa kebijakan luar selalu dipaksakan di indonesia oke kalau ekonomi karena trigger dollar suku bunga bank dunia dan jatuh tempo utang infrastructure kereta juga ikn tapi di industry medis terkait kebijakan covid indonesia juga ikut negara uni eropa krisis di sinipun begitu masalah kebijakan kran import membuat persaingan industry tidak sehat jadi petaka phk massal sektor manufactur pada akhirnya konoha akan jadi konsumer belanja terus judol terus uang mengalir ke luar dan menguntungkan perpajakan atau bea negara hanya berharap pada hasil tambang investasi pabrik untuk lapangan kerja tak ada selama dirjennya masih dapat gaji dan tunjangan yang bawah tidak perlu sejahtera dejavu era kolonial yang kaya adalah asing dan para pejabat atau raja raja pengumpul upeti rakyat tetaplah dibodohi dan ketika ada kerusuhan rakyat memusuhi rakyat lain yang lebih mapan rumah aset para pejabat aman saja sampai tua dapat uang pesangon,ppn_12_persen
ikn butuh banyak dana namanya juga keberlanjutan siapa suruh kalian milih sad bkal makin susah karena makin mahal semuanya,ppn_12_persen
apakah akan demo besar besar atau berakhir tenang ayem,unknown
hayo buat saja lagi petisi usir srimulyani dari indonesia,ppn_12_persen
apbn boncos buat gelontorin bansos yaapa habis buat ngasih makan enak dan fasilitas mewah untuk para pejabat dan penguasakenapa rakyat lagi yang dicekik lehernya,ppn_12_persen
biasakalo rakyat protes jawabnya udah melalui kajian ilmiah melibatkan akademisi praktisi dan dusetujui dpr basiiii,ppn_12_persen
hukum mati dulu koruptor,ppn_12_persen
dari 2007 udah direncanain sama sri mulyani dan airlangga hartarto buat meras duit rakyat lewat peraturan kemenkeu sri mulyani harus mempertanggungjawabkan keputusan uu pajak yang sepihak juga keputusan menyelamatkan century bank yang berujung ketahuannya korupsi di belakangnya,ppn_12_persen
teman2 juga hrs suarakan pajak umkm pph final 05 tetap hrs dilanjutkan tanpa batas waktu,ppn_12_persen
potong gaji wakil rakyat stop kasih uang pensiun buat pejabat,ppn_12_persen
pajak naik daya belanja turun saatnya makin berhemat karena pemerintah naikin pajak,ppn_12_persen
ini menteri keuangan kenapa masih dipertahankan ya,unknown
tidak sadar selama ini digaji rakyat seenaknya ajah naikin pajak gebrakan bisanya hanya naikin pajak,ppn_12_persen
pajak vs zakat pajak di kumpulkan dari orang miskin untuk memperkaya pegawai dan di korupsi sedangkan zakat di kumpulkan untuk fakir miskin anak yatim orang terlilit hutang dan musafir yg kehabisan bekal,ppn_12_persen
inilah salah satu kegagalan sri mulyani,ppn_12_persen
ppn 10 saja sdh sangat berat bg rakyat klau bisa diturunkan spt negara2 asean yng rata rata 8kok malah mau di naikkanini pak prabowo hrs turun tangan,ppn_12_persen
dulu mulyono sekarang mulyani emang orang ini sangat bebal,ppn_12_persen
turunkan sri mulyani biang kerok pemeras rakyat bisanya naikkin pajak tidak melihat rakyat sudah susah dan daya beli masyarakat yg melemah,ppn_12_persen
sah kan hukum mati buat koruptor memiskinkan koruptor sampai jangan sampe kasi akses publik buat keluarga besarnya,ppn_12_persen
kebijakan sri mulyono tukang bohong bilang ekonomi indonesia baik baik saja padahal sudah hancurini mentri yg bapak pejabat senang pantasan di pakai terus rakyat di peras,ppn_12_persen
tunggusaatmundestahun2728akandidongkelsecarakasar,unknown
tolak kenaikkan pajak 12 setuju naikkan 500 pajak kendaraan mobil mewah sekelas alphard lexus ferrari porsche porsche bmw mercedes buggati rubicon lamborghini,ppn_12_persen
komplotan maling hidup mewah dari keringat rakyat itulah tukang pajak,ppn_12_persen
berani hukum mati koruptor kayak china tidak apa 12 persen,ppn_12_persen
potong gaji pns dan pejabat 5 slma 5 thn kedepan kan bisa knp hrs naikin pajak,ppn_12_persen
pensiun menteri sama anggota dpr cabut beban negara,unknown
turunkan jadi 6 persen potong 50 persen gaji pejabat negara sampai indonesia masuk top 50 saja negara peringkat korupsi terbaik,ppn_12_persen
